number	status	branch	owner	patch_set	insertions	deletions	subject
565	ABANDONED	b1_8	James Simmons	7	41	1678	LU-335 ldiskfs: SuSE11 SP1 support for b1_8
567	ABANDONED	master	Ned Bass	1	2058	248	LU-107 Add scripts for implementing heartbeat v1 failover
570	MERGED	b1_8	Lai Siyao	2	37	4	LU-339 use new aops for kernel >= RHEL5.4
572	ABANDONED	master	Zhenyu Xu	1	60	9	LU-216 Protect extent tree during fsfilt_ext3_ext_walk_space()
573	MERGED	b1_8	Zhenyu Xu	2	61	22	LU-216 Protect extent tree during fsfilt_ldiskfs_ext_walk_space()
574	MERGED	b1_8	Yang Sheng	2	1	0	LU-228 Enabled ext4-based ldiskfs by default on RHEL5
575	MERGED	master	James Simmons	11	1592	1521	LU-335 ldiskfs: SuSE 11 SP1 support for Lustre 2.X
576	MERGED	master	Prakash Surya	6	39	2	LU-64 Modify the behavior of ioctl on directories without EA set.
577	MERGED	master	Prakash Surya	3	329	20	LU-64 Make "lfs getstripe" directory output consistent.
582	MERGED	b1_8	Christopher J. Morrone	1	1	1	LU-337 Fix alloc flags in alloc_qinfo()
583	MERGED	master	Niu Yawei	3	11	3	LU-274 Update LVB from disk when glimpse callback return error
584	MERGED	master	Alexey Lyashkov	3	218	201	LU-351 RHEL6 U1 support.
586	MERGED	master	Mikhail Pershin	6	55	27	LU-362 Fix error path in lu_kmem_init().
588	MERGED	b1_8	zhen liang	1	63	28	LU-170 oscc_grow_count will never grow
589	MERGED	b1_8	Jian Yu	3	63	63	LU-136 change "force_over_16tb" mount option to "force_over_24tb"
591	MERGED	master	Niu Yawei	4	61	39	LU-305 Temporarily block 'non-fatal' signals
592	MERGED	master	Lai Siyao	1	39	3	LU-339 use new aops for kernel >= RHEL5.4
593	MERGED	b1_8	Jian Yu	2	12	5	LU-196 set $PTLDEBUG, $SUBSYSTEM and $DEBUG_SIZE values on every node
594	MERGED	master	Hongchao Zhang	1	2	0	LU-349 set LC_ALL explicitly in obdfilter-survey
595	MERGED	master	Hongchao Zhang	3	12	1	LU-350 fix bug in mgs to allow starting OST before MDT
596	MERGED	b1_8	Fan Yong	9	37	18	LU-359 llite: no close error if application has known failure
597	ABANDONED	master	Fan Yong	4	12	7	LU-359 no error when close if application has known write failure
598	MERGED	master	Alexey Lyashkov	7	48	62	LU-352 obdfilter: fix obdfilter-survey to work on verify mode.
604	MERGED	master	Lai Siyao	10	676	361	LU-5 readdir read multiple pages per rpc
860	MERGED	master	Andreas Dilger	1	0	257	LU-365 cleanup old irrelevant files
861	ABANDONED	b1_8	Jian Yu	1	2	2	TT-121 build Lustre with OFED 1.5.3.1
862	MERGED	master	Hongchao Zhang	1	3	3	LU-356 adding verbose option in test-framework
863	MERGED	b1_8	Brian J. Murrell	1	13	3	LU-363 don't cache BUILD for reuse
864	MERGED	b1_8	Brian J. Murrell	1	6	1	LU-303 fix ofed download for bugfix releases
865	MERGED	master	Niu Yawei	2	1054	918	LU-264 Integrate upstream ext4 MMP chnages
869	MERGED	master	zhen liang	3	6	9	LU-371 call OBD_ALLOC_LARGE to allocate epp_pools
870	MERGED	master	Niu Yawei	4	18	14	LU-369 assert(t_watchdog) failed in quota_chk_acq_common()
871	MERGED	b1_8	Jian Yu	1	17	10	LU-372 add $TMP/mgsactive to indicate the active combined MGS/MDS node
872	ABANDONED	master	Zhenyu Xu	1	2	0	LU-375 obdfilter-survey: Syntax error in some locales
876	MERGED	master	Richard Henwood	3	1	0	LU-381 add in RHEL6 value for CONFIG_SECURITY_DMESG_RESTRICT
878	ABANDONED	master	Richard Henwood	1	1	0	LU-381 add in RHEL6 value for CONFIG_SECURITY_DMESG_RESTRICT
879	MERGED	master	Jinshan Xiong	2	15	2	LU-118: clear_inode: BUG_ON(inode->i_data.nrpages)
880	MERGED	master	Christopher J. Morrone	2	1	1	LU-337 Fix alloc flags in alloc_qinfo()
884	MERGED	b1_8	Brian J. Murrell	14	725	343	LU-384 land bz22281 on b1_8
885	MERGED	b1_8	Sarah Liu	1	2	1	LU-364 remove . - in node name
886	MERGED	master	Fan Yong	3	88	78	LU-376 Positive LL_DIR_END_OFF to indicate the tail of dir hash/offset
887	MERGED	b1_8	Fan Yong	3	101	102	LU-376 Positive LL_DIR_END_OFF to indicate the tail of dir hash/offset
890	ABANDONED	b1_8	Zhenyu Xu	1	48	64	LU-216 Protect extent tree during fsfilt_ldiskfs_ext_walk_space()
891	MERGED	b1_8	Fan Yong	3	67	61	LU-376 Cleanup wirecheck
892	MERGED	master	Fan Yong	1	30	18	LU-163 Input valid 'mnt' parameter for 'dentry_open()'
895	MERGED	b1_8	Brian J. Murrell	2	6	1	LU-303 fix OFED bugfix release download location
896	MERGED	b1_8	Brian J. Murrell	4	18	1	LU-388 modify kernel-ib spec file for openib RPM
897	ABANDONED	master	jacques-Charles Lafoucriere	12	1996	471	LU-169 locking: implement layout lock for LOV EA
899	MERGED	master	Mikhail Pershin	2	17	7	LU-395 Fix obd_zombie_barrier()
902	MERGED	master	Fan Yong	4	18	8	LU-397 Set 'lsr_flags' as 'LU_SEQ_RANGE_MDT' for old 2.0 client
905	MERGED	master	Hongchao Zhang	3	97	171	LU-357 racer test cleanup  1, increase the test time to 300s(900s for SLOW)  2, fixing the problem of recursively calling racer.sh
906	MERGED	b1_8	Brian J. Murrell	2	25	57	LU-85 Update some URLs and text to reflect our releases.
908	MERGED	b1_8	Brian J. Murrell	2	3	2	LU-400 don't unroll empty commits into patches
909	MERGED	master	Andreas Dilger	2	2	3	LU-113: make lustre_{idl,user}.h nice to userspace
910	MERGED	master	Andreas Dilger	5	8	10	LU-64 define LOV default layout as FID_SEQ value
911	MERGED	master	Jinshan Xiong	16	187	112	LU-394: LND failure casued by discontiguous KIOV
912	MERGED	master	Andreas Dilger	2	1	1	LU-399 do not use mke2fs -E resize for large LUNs
913	MERGED	master	Jian Yu	2	9	1	LU-372 add $TMP/mgsactive to indicate the active combined MGS/MDS node
914	MERGED	master	Oleg Drokin	2	3	3	LU-402 Update to rhel6.1 kernel 2.6.32-131.2.1.el6
917	MERGED	master	Hongchao Zhang	3	30	29	LU-327 cleanup the client import of mgc
918	MERGED	master	Zhenyu Xu	6	9	4	LU-404 bind umount /sbin/mount.lustre only if necessary
920	MERGED	master	Fan Yong	2	2	0	LU-163 update ChangeLog for LU-163 patches
921	ABANDONED	master	Yang Sheng	2	14	9	LU-403 Kernel update [RHEL5 U6 2.6.18-238.12.1.el5]
923	MERGED	master	Oleg Drokin	1	1	1	LU-405 Don't assert on multiple disconnected dentries case
930	MERGED	b1_8	Oleg Drokin	4	2	2	LU-403 Add support for RHEL5 kernel 2.6.18-238.12.1.el5
931	MERGED	master	Oleg Drokin	2	7	7	LU-403 Add support for RHEL5 kernel 2.6.18-238.12.1.el5
932	MERGED	b1_8	Oleg Drokin	3	18	18	LU-406 Fix compile breakage after adding ocd_max_bytes
933	MERGED	b1_8	Oleg Drokin	3	26	11	LU-402 Update to rhel6.1 kernel 2.6.32-131.2.1.el6
934	MERGED	master	Christopher J. Morrone	2	7	5	LU-407 Fix lustre-modules rpm name in spec file.
936	MERGED	b1_8	Brian J. Murrell	1	1	1	LU-408 escape [[ in autoconf macros
937	ABANDONED	master	Lai Siyao	1	48	46	LU-106 unable to handle kernel paging request in        lprocfs_stats_collect()
938	ABANDONED	master	Lai Siyao	1	69	65	LU-106 unable to handle kernel paging request in        lprocfs_stats_collect()
939	ABANDONED	master	Hongchao Zhang	1	97	171	LU-357 racer test cleanup 1, increase the test time to 300s(900s for SLOW) 2, fixing the problem of recursively calling racer.sh
940	MERGED	master	Prakash Surya	2	9	0	LU-434 Add comment for $SHARED_DIRECTORY variable
941	MERGED	master	Andreas Dilger	3	2	1	LU-413 limit used inodes for performance tests
942	MERGED	b1_8	Andreas Dilger	2	2	1	LU-413 limit used inodes for performance tests
944	MERGED	master	Lai Siyao	4	20	45	LU-290 Reconnects are not throttled
945	MERGED	master	Jinshan Xiong	1	0	4	LU-395: obd_zombie_barrier is not barrier actually
946	MERGED	b1_8	Andreas Dilger	5	30	74	LU-384 Add space to default PATHS
948	MERGED	b1_8	Brian J. Murrell	2	1	1	LU-421 include lustre/BUIDING in dist tarball
949	MERGED	b1_8	Brian J. Murrell	1	4	3	LU-422 broken lines need continuations
950	MERGED	master	Yang Sheng	5	80	68	LU-411 Kernel panic when running conf-sanity on RHEL5/i686
954	MERGED	b1_8	Jian Yu	1	13	1	LU-409 stop loading the llite_lloop module for >= 2.6.32 kernels
955	MERGED	b1_8	Jian Yu	2	3	3	LU-424 tests: conf-sanity test 55, 56, 58 failure fixes
956	MERGED	master	Richard Henwood	4	18	1	LU-409: only load llite_lloop module if kernel < 2.6.32 or LOAD_LLOOP
957	ABANDONED	master	Sarah Liu	5	15	2	LU-386 debugging patch
958	MERGED	b1_8	Andreas Dilger	2	162	185	LU-419 enable ext4 features by default
959	MERGED	b1_8	Andreas Dilger	1	16	3	LU-419 increase default inode ratio for OST/MDT
960	ABANDONED	b1_8	Shuichi Ihara	3	189	80	LU-241 Support crc32c with hardware accelerated instruction as one of lustre checksums
961	MERGED	master	Andreas Dilger	4	0	14	LU-73 kernel: remove wrong jbd2 commit timer patch
962	MERGED	master	Andreas Dilger	4	0	212	LU-228 kernel: remove more unused kernel patches
963	MERGED	master	Christopher J. Morrone	3	6	11	LU-429 Fix and quiet debug message in filter_connect
966	MERGED	master	zhen liang	3	6	4	LU-431 o2iblnd: reduce failed alloc retry interval
971	MERGED	master	Andreas Dilger	7	12	12	LU-85 build: update main bug report URL
972	MERGED	b1_8	Andreas Dilger	3	12	69	LU-85 build: update main bug report URL
973	MERGED	b1_8	Christos Triantafyllidis	5	10	0	LU-432 QUOTA_OK / NO_QUOTA definitions
974	ABANDONED	b1_8	Christos Triantafyllidis	5	39	0	LU-432 Fixes error: ‘struct sock’ has no member named ‘sk_sleep’
975	ABANDONED	b1_8	Christos Triantafyllidis	5	151	1	LU-432 Fixes: unknown field ‘ctl_name/strategy’ specified in initializer
976	ABANDONED	b1_8	Christos Triantafyllidis	5	43	0	LU-432 file_operations->fsync no longer get 3 arguments
977	ABANDONED	b1_8	Christos Triantafyllidis	5	2	2	LU-432 Fixes round_up name conflict.
978	MERGED	b1_8	Christos Triantafyllidis	6	1	1	LU-432 multiop test needs $(PTHREAD_LIBS)
979	MERGED	master	Niu Yawei	3	31	17	LU-387 mmp.sh test_9 failed
980	ABANDONED	master	Niu Yawei	18	814	173	LU-247 clio: Unaligned dio support
981	MERGED	master	Brian J. Murrell	1	18	1	LU-388 modify kernel-ib spec file for openib RPM
982	MERGED	master	Brian J. Murrell	1	1	1	LU-421 include lustre/BUIDING in dist tarball
983	MERGED	master	Zhenyu Xu	10	1011	40	LU-433 remove jbd2-jcberr patch from kernel
985	MERGED	master	Fan Yong	9	5849	3406	LU-389 update wirecheck for master
986	MERGED	master	Zhenyu Xu	3	6	1	LU-426 Server failover never finishes
987	ABANDONED	b1_8	Hongchao Zhang	1	14	1	LU-414 initialized the unused area in MDT's CATALOGS
989	MERGED	master	Wally Wang	2	3	2	LU-443 LNet: Only squawk when md->start is NULL on non-zero length
990	MERGED	master	Wally Wang	4	30	4	LU-444 lnet: Add LNetError for S_LND and S_LNET
991	MERGED	b1_8	Niu Yawei	2	29	17	LU-387 mmp.sh test_9 failed
992	MERGED	master	Niu Yawei	1	0	2	LU-387 Minor fix for mmp.sh test_9
993	MERGED	master	Niu Yawei	3	24	14	LU-442 assert failed in osc_set_lock_data_with_check()
994	MERGED	master	Yang Sheng	1	1	1	LU-432 multiop test needs $(PTHREAD_LIBS)
995	MERGED	master	Fan Yong	4	2787	1698	LU-389 update packet-lustre.c for master
996	MERGED	master	Andreas Dilger	2	16	8	LU-419 mkfs: fix default ext4 filesystem tuneables
997	MERGED	master	Zhenyu Xu	2	8	1	LU-435 Add VM_FAULT_RETRY handling
1000	MERGED	master	Wally Wang	2	20	29	LU-445 lnet: Send timestamps with LNet counters
1001	ABANDONED	master	Wally Wang	4	132	2	LU-446 lnet: Extend lnet_notify to public LNet API
1002	MERGED	master	Richard Henwood	1	1	1	LU-409: only load llite_lloop module if kernel < 2.6.32 or LOAD_LLOOP
1003	MERGED	master	Wally Wang	13	2	0	LU-447 lnet: add lctl --net XXX push
1004	MERGED	master	Wally Wang	5	20	3	LU-448 add lst stat --count
1005	ABANDONED	master	Wally Wang	2	0	5	LU-449: Remove LNET_MAX_PAYLOAD calculation restriction
1007	MERGED	b1_8	Stephen Champion	1	0	2	LU-452 : Don't export static functions
1008	ABANDONED	master	Niu Yawei	1	0	5	LU-454 don't set ignore quota flag in osc_io_submit_page()
1009	MERGED	master	Shuichi Ihara	7	166	61	LU-241 Support crc32c with hardware accelerated instruction as one of lustre checksums
1010	ABANDONED	b1_8	Brian J. Murrell	1	7	1	LU-127 RHEL packages should require the kernel
1011	ABANDONED	master	Jinshan Xiong	1	0	1	LU-409 Oops: RIP: _spin_lock_irq+0x15/0x40
1018	MERGED	b1_8	Johann Lombardi	3	15	11	LU-457 Enable slab debug for RHEL5/x86_64
1022	MERGED	master	Niu Yawei	6	56	2	LU-456 Force commit to reuse the just-deleted blocks
1023	MERGED	master	Mikhail Pershin	2	39	14	LU-462 Don't alloc/free client data for self export
1024	MERGED	master	zhen liang	1	1	1	LU-470 remove 24-bits mask for logic block number of IAM dir
1025	MERGED	master	Zhenyu Xu	3	2	2	LU-386 fix replay_single test_65a
1026	MERGED	b1_8	Johann Lombardi	1	15	0	LU-130 disable page migration
1027	ABANDONED	b1_8	Christos Triantafyllidis	1	1	0	LU-85 Fix missing bracket
1028	ABANDONED	b1_8	Christos Triantafyllidis	1	1	1	Update e2fsprogs version in changelog
1029	ABANDONED	b1_8	Christos Triantafyllidis	1	1	9	LU-410 Revert LU-15 slow IO with read intense application
1030	MERGED	master	Fan Yong	2	1	0	LU-168 Fix schedule race in sanityn PDO lock tests
1031	MERGED	master	Fan Yong	3	5	1	LU-467 Not reinitialize "cl_io" in "llu_file_prwv()"
1034	MERGED	master	Yang Sheng	11	316	122	LU-469 Build with lustre own kernel config file.
1035	MERGED	master	Zhenyu Xu	6	158	28	LU-471 fix mkfs.lustre to avoid creating duplicate options
1036	MERGED	master	Andreas Dilger	5	45	14	LU-473 llite: improve error for 2.x cli + 1.8 srv
1039	MERGED	b1_8	Niu Yawei	2	55	1	LU-456 Force commit to reuse the just-deleted blocks
1046	MERGED	master	Niu Yawei	2	15	7	LU-478 Set tunables on lvm device
1049	MERGED	master	Zhenyu Xu	3	4	2	LU-346 fix conf-sanity test_23a
1050	MERGED	master	Li Wei	2	1	1	LU-476 Run run-llog.sh on MGS in sanity 60a
1051	MERGED	master	Hongchao Zhang	9	103	8	LU-325 using preallocated objects if OST has enough disk space
1052	MERGED	master	Lai Siyao	1	3	0	LU-479 sanity 124a failed
1055	ABANDONED	master	Jinshan Xiong	1	35	59	LU-485: Remove CPT_TRANSIENT pages from radix tree
1056	MERGED	master	Richard Henwood	1	1	1	LU-487 brw_[read|write] stats to correctly counts number of pages.
1064	MERGED	master	Zhenyu Xu	1	2	1	LU-491 conf-sanity/50g fails on a local setup
1069	MERGED	master	Zhenyu Xu	2	4	2	LU-492 fix sanity-quota test_29
1070	ABANDONED	master	Fan Yong	5	755	623	ORNL-7 Replace statahead dcache hacking with its own cache
1071	MERGED	master	Jian Yu	2	199	0	LU-477 allocate memory for s_group_desc and s_group_info by vmalloc()
1072	MERGED	master	Niu Yawei	1	38	61	LU-481 Don't store 'transient' page in radix tree
1073	MERGED	master	Jian Yu	1	30	30	LU-136 change "force_over_16tb" mount option to "force_over_128tb"
1074	MERGED	master	Lai Siyao	2	1	1	LU-488 ptlrpc_connection_put() LASSERT(!cfs_hlist_unhashed(&conn->c_hash))
1075	ABANDONED	master	Jinshan Xiong	4	13	1	LU-496: failure on 21d of conf-sanity.sh
1076	MERGED	master	Zhenyu Xu	1	2	2	LU-346 "kill -s SIGTERM" does not work on some system
1078	MERGED	master	Li Wei	3	1	1	LU-412 tests: Fix test script lookup in auster
1079	MERGED	master	Niu Yawei	2	138	99	LU-484 Don't do error cleanup in ext4_add_dot_dotdot()
1081	MERGED	master	Johann Lombardi	2	18	32	LU-498 pass oap instead of cookie to osc_teardown_async_page/osc_queue_async_io
1084	MERGED	master	Hongchao Zhang	4	14	0	LU-221 don't use a/c/m time for newly allocated object in OST
1086	MERGED	master	Andreas Dilger	2	0	26	LU-20 remove unnecessary DMU export patch
1088	MERGED	master	Alexey Lyashkov	2	145	80	LU-502 don't allow to kill service threads by OOM killer.
1089	ABANDONED	master	John Hammond	1	8	4	LU-333: read_bytes in llite/*/stats should report bytes read.
1090	MERGED	master	Johann Lombardi	4	104	40	LU-1132 protocol: reserve connect flags for new features
1092	MERGED	master	Christopher J. Morrone	3	32	28	LU-455 Replace DIST_SOURCES with EXTRA_DIST
1093	MERGED	master	Lai Siyao	1	10	0	LU-464 obdfilter-survey test 2a ASSERT(imp->imp_sec == NULL)
1094	MERGED	master	John Hammond	6	57	8	LU-333: Make read_bytes in llite/*/stats report bytes read.
1095	MERGED	master	Jian Yu	4	211	0	LU-477 allocate memory for s_group_desc and s_group_info by vmalloc()
1103	MERGED	b1_8	Zhenyu Xu	2	165	28	LU-471 fix mkfs.lustre to avoid creating duplicate options
1104	ABANDONED	b1_8	Johann Lombardi	1	30	2	Bump version to 1.8.6.60-wc1
1105	MERGED	b1_8	Andreas Dilger	1	1	1	LU-278 build: Only warn for tag/version mismatch
1106	ABANDONED	master	zhen liang	1	2020	56	lu-398 NRS prototype
1107	ABANDONED	b1_8	Hongchao Zhang	5	36	0	LU-486 ldiskfs: print debug info for invalid block bitmap
1110	MERGED	master	Jian Yu	2	149	29	LU-297 improve llverfs to display the current read/write performance
1111	MERGED	master	James Simmons	12	124	44	LU-80 lov: large stripe count support
1112	ABANDONED	master	Li Wei	1	13	14	LU-472 Revive replay-single 61d
1113	ABANDONED	master	Li Wei	1	10	2	LU-472 Fix replay-single 61d failure
1115	MERGED	master	Johann Lombardi	1	1	1	LU-507 check_write_rcs() return -EPROTO instead of -ENOSPC
1117	ABANDONED	master	Wally Wang	1	13	17	LU-511: Race condition loading modules causes mount to fail
1118	MERGED	master	Christopher J. Morrone	1	1	1	LU-513 Make cfs_wait_event_interruptible_exclusive really exclusive
1119	ABANDONED	master	Wally Wang	1	80	42	LU-512: conf-sanity test_21a failure
1120	MERGED	master	Wally Wang	3	5	1	LU-515 canonicalize the devices names
1130	MERGED	master	Jinshan Xiong	5	38	17	LU-523: No prepare_write for lockless IO
1131	MERGED	b1_8	Johann Lombardi	1	0	2	LU-525 llapi_file_get_stripe() fails with ENAMETOOLONG
1134	MERGED	master	Yang Sheng	2	7	4	LU-528  Update RHEL5 kernel to 2.6.18-238.19.1 security update
1135	MERGED	master	Yang Sheng	3	9	6	LU-527  Update RHEL6 kernel to 2.6.32-131.6.1 security update
1138	MERGED	master	Christopher J. Morrone	4	14	0	LU-533 Include posix-types.h in headers and distribution
1140	ABANDONED	master	Brian J. Murrell	1	2	1	specify build Makefile from Makefile.in
1141	ABANDONED	b1_8	Zhenyu Xu	1	2	2	LU-534 mds_check_stale_orphan() should not always return 0
1142	ABANDONED	master	Alexey Lyashkov	8	658	14	LU-535 kernel: port softraid improvements into RHEL6 kernel
1144	MERGED	master	Zhenyu Xu	2	11	4	LU-539 obd_data_connect server side could be corrupted
1146	MERGED	master	Jinshan Xiong	1	1	4	LU-394: LND failure casued by discontiguous KIOV
1147	ABANDONED	master	Jinshan Xiong	1	35	18	LU-529: Not mix caching and direct pages in RPC
1148	MERGED	master	Liang Zhen	2	16	9	LU-537 o2iblnd: support aliased interface
