key	status	resolution	priority	type	assignee	summary
LU-12539	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Pass --with-o2ib option along when building deb packages
LU-1254	Resolved	Fixed	Minor	Bug	Minh Diep - TLC	libecho still try to remove device when obdecho fail to load
LU-12540	Resolved	Fixed	Critical	Bug	Alexey Lyashkov	overstripe landing broke a MKFS options handling
LU-12542	Resolved	Fixed	Minor	Improvement	James A Simmons	LDLM improvements form linux lustre client work
LU-12543	Resolved	Fixed	Critical	Question/Request	Amir Shehata	timeout on bulk READ/WRITE
LU-12544	Resolved	Not a Bug	Major	Bug	Alex Zhuravlev	mds marked unhealthy after txg_quiesce thread hanging
LU-12545	Resolved	Fixed	Minor	Improvement	Li Xi	Cleanup LPROC_LL_*
LU-12546	Resolved	Fixed	Minor	Improvement	Hongchao Zhang	add option to abort recovery between MDTs but not between client/MDT
LU-12547	Open	Unresolved	Minor	Bug	WC Triage	Lustre testing fails with - Timeout occurred during lustre-initialization-1
LU-12548	Open	Unresolved	Minor	Bug	WC Triage	sanity-flr test_31: stat process stuck due to unavailable OSTs
LU-12549	Resolved	Fixed	Minor	Bug	Etienne Aujames	Lustre project PID 32-bit overflow
LU-1255	Resolved	Fixed	Blocker	Bug	Jian Yu	recovery-mds-scale FAIL: rundbench: no client file found for dbench DBENCH_LIB= SRC=
LU-12550	Open	Unresolved	Minor	Improvement	Patrick Farrell	automatic lockahead
LU-12551	Resolved	Duplicate	Minor	Bug	WC Triage	sanityn test_46e: rename isn't blocked
LU-12552	Open	Unresolved	Minor	Bug	WC Triage	sanity-sec test_17: cannot chmod trusted_noadmin
LU-12553	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	polling mode for changelog driver
LU-12555	Resolved	Fixed	Minor	Bug	WC Triage	sanity: test_271d: Error: '-1 resend occured'
LU-12556	Resolved	Won't Fix	Minor	Bug	Jian Yu	kernel update [SLES12 SP4 4.12.14-95.24.1]
LU-12557	Open	Unresolved	Critical	Bug	Hongchao Zhang	Wrong MDT inode quota limits lead to quota not enforced
LU-12558	Resolved	Fixed	Minor	Bug	Jian Yu	kernel update [SLES12 SP3 4.4.180-94.100.1]
LU-12559	Resolved	Fixed	Major	Bug	Patrick Farrell	Reconnecting from idle exposes import in IMP_NEW state, resulting in EIO
LU-1256	Resolved	Fixed	Minor	Improvement	Cliff White	Question about checksums
LU-12560	Resolved	Fixed	Minor	Bug	Patrick Farrell	acceptance small doesn't use full path for finding test-groups
LU-12561	Resolved	Fixed	Blocker	Task	Patrick Farrell	Remove RHEL6/SLES11 support from master for 2.13
LU-12562	Resolved	Fixed	Trivial	Improvement	Alex Zhuravlev	sanity 256 to use /tmp for temporary file
LU-12563	Open	Unresolved	Trivial	Improvement	WC Triage	sanity and sanityn to use real to access list of open files
LU-12564	Resolved	Fixed	Major	Bug	Oleg Drokin	ptlrpcd daemon sleeps while holding imp_lock spinlock
LU-12565	Resolved	Fixed	Minor	Bug	James A Simmons	Use bit locking in obd_echo
LU-12566	Resolved	Fixed	Major	Bug	Hongchao Zhang	GPF when umounting client
LU-12567	Resolved	Fixed	Major	Bug	Alexander Boyko	ha-all-ior-ssf-fpp-mdtest: IOR fpp: cannot close file. ERROR: Input/output error
LU-12568	Resolved	Fixed	Critical	Bug	Chris Horn	LNetError: 28086:0:(lib-move.c:2862:lnet_detach_rsp_tracker()) ASSERTION( rspt->rspt_cpt == cpt ) failed
LU-12569	Resolved	Fixed	Minor	Bug	Amir Shehata	IBLND_CREDITS_HIGHWATER does not check connection queue depth
LU-1257	Resolved	Fixed	Critical	Bug	Niu Yawei	OST registration snafu
LU-12570	Resolved	Fixed	Critical	Bug	Alex Zhuravlev	sanity test 134a crash with SSK in use
LU-12571	Open	Unresolved	Minor	Bug	WC Triage	sanity-dom test_150: ASSERTION( atomic_read(&d->ld_ref) == 0 ) failed: Refcount is 1
LU-12572	Resolved	Fixed	Minor	Bug	Andreas Dilger	sanity-pfl test_20b: Delete is not completed in 29 seconds
LU-12573	Open	Unresolved	Trivial	Bug	WC Triage	a lot of messages: buffer[0] size 152 too small (required 184, opc=-1)
LU-12574	Open	Unresolved	Minor	Question/Request	Etienne Aujames	Replicating lustre's metadata only with changelog records + DNEv2
LU-12575	Resolved	Fixed	Minor	Bug	Minh Diep - TLC	lbuild: build MOFED on el8
LU-12576	Resolved	Duplicate	Minor	Bug	WC Triage	sanityn: test_43d 'unlink isn't blocked'
LU-12577	Resolved	Fixed	Major	Bug	Alex Zhuravlev	chlg_load failed to process llog -2 or -5 on client
LU-12578	Resolved	Fixed	Minor	Improvement	Shaun Tancheff	obdfilter-survey w/echo-client does not gain from direct-io optimizations
LU-12579	Resolved	Fixed	Blocker	Bug	Andreas Dilger	runtests: test_1: @@@@@@ FAIL: Space not all freed: now 309264kB, was 307632kB.
LU-1258	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite parallel-scale-nfsv3
LU-12580	Resolved	Fixed	Critical	Bug	Marco Grossi	usercopy exposure attempt detected in LL_IOC_LOV_GETSTRIPE ioctl
LU-12581	Resolved	Fixed	Minor	Bug	Zhenyu Xu	Slab object "Freechain corrupt" on client
LU-12582	Open	Unresolved	Critical	Bug	WC Triage	lustre 2.10.3 QoS  nrs_tbf_rule_match LBUG
LU-12583	Closed	Done	Minor	Improvement	WC Triage	Add server support for Ubuntu 18.04.1/4.15.0-55-generic
LU-12584	Open	Unresolved	Minor	New Feature	Qian Yingjin	File heat dump on a client
LU-12585	Resolved	Fixed	Minor	Bug	Patrick Farrell	obdfilter read_bytes stat reports requested read bytes and not actual read bytes
LU-12586	Resolved	Fixed	Critical	Bug	Zhenyu Xu	truncate to start of uninstantiated PFL component silently fails
LU-12587	Reopened	Unresolved	Minor	Bug	Patrick Farrell	DIO fallback to Buffer IO unexpectedly
LU-12588	Open	Unresolved	Minor	Bug	WC Triage	sanity-pcc: test_1g failed with "Update not seen after 200s: wanted 'SUCCEED' got ''"
LU-12589	Resolved	Fixed	Minor	Bug	Jian Yu	sanity test_102a: setfattr: /mnt/lustre/f102a.sanity: Numerical result out of range
LU-1259	Resolved	Fixed	Minor	Bug	Jinshan Xiong	Test failure on test suite conf-sanity, subtest test_41a
LU-12590	Resolved	Fixed	Critical	Bug	Emoly Liu	Lustre lustre_msg_hdr_size_v2() bug
LU-12591	Open	Unresolved	Minor	Technical task	Qian Yingjin	Remove the RW-PCC copy using HSM RAoLU
LU-12592	Open	Unresolved	Critical	Bug	WC Triage	sanity 134a hit panic time to time.
LU-12593	Resolved	Fixed	Major	Bug	Alexander Boyko	update_log corruption
LU-12594	Resolved	Cannot Reproduce	Critical	Bug	Andreas Dilger	client wedged trying to free memory
LU-12595	Resolved	Fixed	Minor	Bug	Chris Horn	Attempt to add route using non-local gateway should return EHOSTUNREACH, not EINVAL
LU-12596	Closed	Duplicate	Major	Bug	WC Triage	Return EHOSTUNREACH rather than EINVAL when adding route to unreachable gateway
LU-12597	In Progress	Unresolved	Minor	Improvement	Andreas Dilger	test-framework mdts_nodes, osts_nodes should return comma_list
LU-12598	Resolved	Fixed	Minor	Bug	James A Simmons	osd_ios_lf_fill() returns 0 on some error paths.
LU-126	Closed	Won't Fix	Minor	Bug	Robert Read	missing check_failover_pair in some tests of mmp.sh
LU-1260	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite sanity-benchmark, subtest test_iozone
LU-12600	Resolved	Fixed	Critical	Bug	Patrick Farrell	Lustre tgt_brw_write() bug
LU-12601	Resolved	Duplicate	Blocker	Bug	WC Triage	Lustre tgt_brw_write() bug
LU-12602	Resolved	Fixed	Critical	Bug	Emoly Liu	Lustre mdt_getxattr_pack_reply() bug
LU-12603	Resolved	Fixed	Critical	Bug	Oleg Drokin	Lustre ldlm_request_cancel() bug
LU-12604	Resolved	Fixed	Critical	Bug	Sebastien Buisson	Lustre mdt_file_secctx_unpack() bug
LU-12605	Resolved	Fixed	Critical	Bug	Emoly Liu	Lustre target_handle_connect() bug
LU-12606	Closed	Duplicate	Major	Bug	Alex Zhuravlev	mutex lock up in dbuf_read()
LU-12607	Open	Unresolved	Major	Bug	Alex Zhuravlev	Use zfs internals to manage the zrlock
LU-12608	Resolved	Fixed	Minor	Bug	Jian Yu	kernel update [RHEL7.6 3.10.0-957.27.2.el7]
LU-12609	Open	Unresolved	Minor	Bug	Alex Zhuravlev	Limit maximum number of journal credits for an RPC
LU-1261	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	oom-killer was invoked while running recovery-*-scale tests on VMs
LU-12610	Resolved	Fixed	Minor	Task	Tim Day	Get rid of OBD_ macros that just redefine CFS_ macros
LU-12611	Resolved	Fixed	Minor	Bug	Amir Shehata	LNet Routing: don't stop adding routes for any error
LU-12612	Resolved	Fixed	Critical	Bug	Alex Zhuravlev	Lustre osd_bufs_get() bug
LU-12613	Resolved	Fixed	Critical	Bug	Emoly Liu	Lustre lustre_msg_string() bug
LU-12614	Resolved	Fixed	Critical	Bug	Oleg Drokin	Lustre ldlm_cancel_hpreq_check() bug
LU-12615	Resolved	Fixed	Critical	Bug	Hongchao Zhang	Lustre mdt_object_remote() bug
LU-12616	Resolved	Fixed	Major	Bug	Alexander Boyko	MDS node crashed LustreError: 23042:0:(mdt_handler.c:5135:mdt_init0()) ASSERTION( info != ((void *)0) )
LU-12617	Open	Unresolved	Minor	Bug	Lai Siyao	sanity test_230b: migrate failed: No such file or directory (-2)
LU-12618	Open	Unresolved	Minor	Bug	Yang Sheng	List corruption in lnet
LU-1262	Resolved	Duplicate	Major	Bug	Lai Siyao	mkdir followed by rmdir on a different client fails -- Object doesn't exist!
LU-12620	Resolved	Won't Fix	Minor	Bug	Jian Yu	kernel update [RHEL8.0 4.18.0-80.7.1.el8_0]
LU-12621	Resolved	Fixed	Major	Improvement	Amir Shehata	o2iblnd QP sizing -EINVAL retries
LU-12622	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Another batch of test fixes for SSK
LU-12623	Open	Unresolved	Minor	Bug	WC Triage	sanity test 56xb fails with 'cannot create hard links'
LU-12624	Resolved	Fixed	Major	New Feature	Lai Siyao	DNE3: striped directory allocate stripes by QoS
LU-12625	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sometimes configure can't detect timespec64 with gcc8
LU-12626	Resolved	Fixed	Minor	Bug	Olaf Faaland	Attempt to create existing net returns EINVAL
LU-12627	Resolved	Fixed	Minor	Bug	Wang Shilong	ASSERTION( info->fti_attr.la_valid == 0 )
LU-12628	Closed	Duplicate	Major	Bug	Chris Horn	LNetError: 44030:0:(lib-msg.c:735:lnet_health_check()) ASSERTION( msg->msg_tx_committed ) failed:
LU-12629	Resolved	Duplicate	Major	Bug	WC Triage	large CPU usage during obdecho-survey test
LU-1263	Resolved	Fixed	Minor	Bug	WC Triage	2.1.1<->2.2 OST0000 cannot be mounted after sanity test_27z failed
LU-12630	Open	Unresolved	Critical	Bug	Amir Shehata	lnet_handle_find_routed_path()) ASSERTION( best_route && last_route ) failed:
LU-12631	Resolved	Fixed	Minor	Improvement	Andreas Dilger	Report latency of client operations
LU-12632	Resolved	Fixed	Major	Bug	Hongchao Zhang	sanity-hsm test_90: FAIL: requests did not complete
LU-12633	Open	Unresolved	Minor	Bug	WC Triage	sanity test_185a: FAIL: can't get FID for volatile
LU-12634	Resolved	Fixed	Minor	Improvement	Shaun Tancheff	Support for linux kernel version 5.3
LU-12635	Resolved	Fixed	Minor	Improvement	Shaun Tancheff	gcc: -Werror=implicit-fallthrough
LU-12636	Resolved	Duplicate	Minor	Bug	WC Triage	LustreError: 25940:0:(client.c:1088:ptlrpc_set_add_req()) LBUG
LU-12637	Resolved	Fixed	Minor	Bug	Jian Yu	Support RHEL 8.1
LU-12638	Resolved	Fixed	Critical	Bug	WC Triage	lsnapshot ignores failover host in ldev.conf
LU-12639	Resolved	Fixed	Minor	Bug	James Nunez	sanity test 317 uses uninitialized variable $facet
LU-1264	Resolved	Fixed	Minor	Bug	Johann Lombardi	Reserve quota FID sequence
LU-12640	Closed	Cannot Reproduce	Minor	Bug	Wang Shilong	per cpu env race
LU-12641	Open	Unresolved	Minor	Bug	Li Xi	Memory leak of check_if_lustre_mounted() of e2fsprogs
LU-12642	Resolved	Fixed	Minor	Bug	Sergey Cheremencev	bad sequence output on OST
LU-12643	Open	Unresolved	Blocker	Bug	WC Triage	PFL layout don't inherit correctly from default layout.
LU-12644	Resolved	Fixed	Minor	Bug	Wang Shilong	correct fast read & strided readahead interaction
LU-12645	Open	Unresolved	Minor	Bug	Patrick Farrell	Add/correct strided readahead tests
LU-12646	Resolved	Fixed	Major	Bug	Chris Horn	Restore performance enhancement from  LU-11413
LU-12648	Open	Unresolved	Minor	New Feature	WC Triage	FLR2: File versioning with FLR and "nosync" files
LU-12649	Open	Unresolved	Minor	Epic	WC Triage	Tracker for ongoing FLR improvements
LU-1265	Open	Unresolved	Minor	Bug	WC Triage	should not remove all files when cleanup lustre test
LU-12650	Resolved	Fixed	Minor	Bug	Artem Blagodarenko	get_root_path() filesystem name compare error that leads to fid2path fail
LU-12651	Resolved	Fixed	Major	Bug	Alexander Zarochentsev	High kworker CPU usage (osc_grant_work_handler) on IDLE connections
LU-12652	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	osd_attr_set() fails with ENOSPC on linux-4.18
LU-12653	Resolved	Duplicate	Minor	Bug	James A Simmons	WARNING: CPU: 3 PID: 5070 at fs/proc/generic.c:399 proc_register+0x8e/0xb0
LU-12654	Open	Unresolved	Minor	Bug	Lai Siyao	parallel-scale-nfsv4 hangs in test racer_on_nfs
LU-12655	Open	Unresolved	Major	Improvement	WC Triage	Add lsnapshot check command
LU-12656	Resolved	Duplicate	Major	Bug	WC Triage	sanity-flr test 200 fails with 'failed writing to *:*’
LU-12657	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sanity/103 and sanityn/25 fail with 4.18 kernel
LU-12658	Resolved	Won't Do	Minor	Bug	Jian Yu	kernel update [RHEL8.0 4.18.0-80.7.2.el8_0]
LU-12659	Open	Unresolved	Minor	Improvement	Gu Zheng	change log level for "lvbo_init failed" back to CERROR
LU-1266	Resolved	Duplicate	Minor	Bug	WC Triage	2.1.1<->2.2 Test failure on test suite sanity, subtest test_133c
LU-12660	Resolved	Fixed	Minor	Bug	Jian Yu	kernel update [SLES12 SP4 4.12.14-95.29.1]
LU-12661	Open	Unresolved	Minor	Bug	Dongyang Li	sanity test_817: FAIL: failed to execute 'true' command
LU-12662	Resolved	Fixed	Minor	Improvement	Sarah Liu	Run pjdfstest POSIX test in review and full testing
LU-12663	Open	Unresolved	Minor	Bug	WC Triage	SOAK: OSS hit general protection fault: 0000 [#1] SMP
LU-12664	Open	Unresolved	Minor	Bug	WC Triage	sanity-pfl test_23f: @@@@@@ FAIL: remove sub-test dirs failed
LU-12665	Resolved	Won't Fix	Major	Bug	WC Triage	moving files between MDTs by mv(1) doesn't work with Lustre-2.7 servers.
LU-12666	Resolved	Fixed	Minor	Task	Minh Diep - TLC	patches to backport to b2_12
LU-12667	Open	Unresolved	Major	Bug	WC Triage	Read doesn't perform well in complex NUMA configuration
LU-12668	Reopened	Unresolved	Minor	Technical task	Ronnie Sahlberg	FLR-EC: resync parity components
LU-12669	In Progress	Unresolved	Minor	Technical task	Zhenyu Xu	FLR-EC: recover data from parity code
LU-1267	Resolved	Fixed	Critical	New Feature	nasf	LFSCK II: MDT-OST consistency check/repair
LU-12670	Resolved	Fixed	Minor	Bug	Shaun Tancheff	osd_oxc_get(): Shrink rcu critical section to not include EXIT
LU-12671	Resolved	Fixed	Minor	Bug	James A Simmons	replay-vbr accesses non-existent mdd.sync_permission setting
LU-12672	Resolved	Fixed	Minor	Bug	Oleg Drokin	recovery-small test 66 does not work correctly
LU-12673	Open	Unresolved	Minor	Bug	Jian Yu	swab big-endian format layout received from client
LU-12674	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	osp should handle -EINPROGRESS on llog objects
LU-12675	Resolved	Fixed	Major	Bug	Bruno Faccini	LBUG "(lu_object.c:1196:lu_device_fini()) ASSERTION( atomic_read(&d->ld_ref) == 0 ) failed: Refcount is 1" running sanity.sh on latest master
LU-12676	Closed	Not a Bug	Minor	Bug	Shaun Tancheff	sanity test_253 should destroy test pools it created
LU-12677	Resolved	Fixed	Minor	Bug	Shaun Tancheff	FIxing conf-sanity.sh test_21d (zfs)
LU-12678	Open	Unresolved	Minor	Improvement	James A Simmons	LNet simplification work from linux client
LU-12679	Resolved	Fixed	Minor	Bug	Shaun Tancheff	large-lun test_2 should check / warn if OSTSIZE is too small (zfs)
LU-1268	Closed	Fixed	Blocker	Bug	Johann Lombardi	Lustre MDS cannot start after ASSERTION
LU-12680	Open	Unresolved	Minor	Bug	WC Triage	llapi_hsm_test test52 is incorrect
LU-12681	Resolved	Fixed	Blocker	Bug	Vitaly Fertman	Data corruption - due incorrect KMS with SEL files
LU-12682	Resolved	Fixed	Major	New Feature	Bruno Faccini	foreign LOV/LMV format usage implementation for DAOS specific use case
LU-12683	Open	Unresolved	Minor	Bug	WC Triage	sanity-hsm 602 MDS hang at zfs part
LU-12684	Open	Unresolved	Minor	Bug	WC Triage	MDT failed to mount during failover due to LNetError
LU-12685	Resolved	Fixed	Minor	Bug	WC Triage	ll_statahead_threda has incorrect error handling code
LU-12686	Resolved	Fixed	Minor	Bug	Neil Brown	ln_mt_waitq use by lnet monitor thread is completely ineffective
LU-12687	Resolved	Fixed	Minor	Bug	Vladimir Saveliev	Fast ENOSPC on direct I/O
LU-12688	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	sanity-sec test 31 fails with 'unable to configure NID o2ib999'
LU-12689	Resolved	Duplicate	Blocker	Bug	WC Triage	sanityn test_42b: create isn't blocked
LU-1269	Closed	Won't Fix	Minor	Improvement	Jinshan Xiong	speed up ASTs sending
LU-12690	Resolved	Fixed	Minor	Bug	Zhenyu Xu	error handling of ll_och_fill()
LU-12691	Resolved	Fixed	Major	Bug	Tatsushi Takamura	obd_max_recoverable_clients is not atomic
LU-12692	Open	Unresolved	Minor	Bug	Tatsushi Takamura	The maximum quota grace time check is wrong
LU-12693	Open	Unresolved	Minor	Bug	Tatsushi Takamura	Memory leak occurs when ldlm_lock_new fails
LU-12694	Resolved	Fixed	Major	Bug	Tatsushi Takamura	make "lfs quota" display correct group quota information
LU-12695	Open	Unresolved	Major	Bug	Tatsushi Takamura	A client panics if a request succeeded from Server but the following processing on the client failed.
LU-12696	Resolved	Duplicate	Minor	Bug	WC Triage	replay-ost-single test_6: 15108096 > 15105024 + logsize 2048
LU-12697	Resolved	Duplicate	Minor	Bug	WC Triage	sanity test_415: rename took 133 sec
LU-12698	Open	Unresolved	Minor	Bug	WC Triage	sanity test_802a: Unable to handle kernel NULL pointer dereference at virtual address 000002c4
LU-12699	Open	Unresolved	Minor	Bug	WC Triage	replay-single test_67b: AT should have prevented reconnect
LU-127	Resolved	Fixed	Minor	Bug	Brian Murrell	lustre modules on rhel should require their kernel
LU-1270	Resolved	Fixed	Minor	Bug	Zhenyu Xu	lfs find -size returns "obd_uuid: (null) failed No such device"
LU-12700	Open	Unresolved	Minor	Bug	Artem Blagodarenko	sanity test_407 added to ALWAYS_EXCEPT list
LU-12701	Resolved	Duplicate	Minor	Bug	WC Triage	sanity test_300p: create striped directory should fail
LU-12702	Resolved	Fixed	Minor	Bug	Wang Shilong	sanity-quota test_4a: create after timer expired, but expect EDQUOT
LU-12703	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sanity test_421a: FAIL: rmfid with fsname failed
LU-12704	Resolved	Fixed	Minor	Bug	Vladimir Saveliev	racer test_1: Invalid layout: The component end must be aligned by the stripe size
LU-12705	Resolved	Fixed	Minor	Bug	Gu Zheng	build fails on power9 client
LU-12706	Resolved	Fixed	Minor	Bug	Sergey Cheremencev	sanity-quota test_4a: FAIL: Passed grace time 20, 1566910527, 1566910563
LU-12707	Resolved	Fixed	Minor	Bug	Alexey Lyashkov	mds-survey test 1 crashes with a NULL pointer dereference in echo_object_free()
LU-12708	Open	Unresolved	Critical	Bug	Peter Jones	Cannot access directory and lock timed out
LU-12709	Open	Unresolved	Minor	Bug	WC Triage	recovery-small test_24a: FAIL: test_24a failed with 1
LU-1271	Resolved	Cannot Reproduce	Minor	Bug	Oleg Drokin	client evicted by ost during simul truncate test
LU-12710	Open	Unresolved	Minor	Bug	WC Triage	sanity test_36f: FAIL: /mnt/lustre/d36f.sanity/f36f.sanity timestamps changed
LU-12711	Open	Unresolved	Minor	Bug	WC Triage	sanityn test_77k: FAIL: dd (write) failed (2)
LU-12712	Resolved	Fixed	Minor	Bug	Andreas Dilger	sanity-pfl tests triggering “not SEL magic on SEL file”
