key	status	resolution	priority	type	assignee	summary
LU-5081	Closed	Duplicate	Minor	Bug	WC Triage	Test failure on test suite sanity-quota, subtest test_7b
LU-5082	Closed	Duplicate	Minor	Bug	WC Triage	Test failure sanity-quota test_13: dd failed
LU-5083	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test conf-sanity test_22: import is not in FULL state
LU-5084	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure  sanity-scrub test_9: slow OI_SCRUB
LU-5085	Resolved	Fixed	Major	Bug	Niu Yawei	ofd_create()) charlie-OST004f: unable to precreate: rc = -116
LU-5086	Closed	Won't Fix	Major	Bug	Dmitry Eremin	Incorrect dependencies for Xeon Phi RPMs
LU-5088	Resolved	Fixed	Major	Improvement	Bob Glossman	kernel update [SLES11 SP3 3.0.101-0.29]
LU-5089	Resolved	Not a Bug	Major	Bug	WC Triage	LustreError: 10147:0:(file.c:3073:ll_inode_revalidate_fini()) tickfs: revalidate FID [0x200000007:0x1:0x0] error: rc = -13
LU-509	Resolved	Cannot Reproduce	Major	Bug	WC Triage	Hyperion-mds1 - crash in mdtest
LU-5090	Closed	Fixed	Major	Bug	James Nunez	mpi test no longer builds
LU-5091	Resolved	Fixed	Blocker	Bug	Nathaniel Clark	LU-4606 breaks --with-zfs-devel option
LU-5092	Resolved	Fixed	Minor	Technical task	Kit Westneat	nodemap: transfer idmaps between MGS, MDT, OST
LU-5093	Resolved	Fixed	Minor	Bug	Minh Diep - TLC	Racer: dir_remote.sh tests only striped directories with $MDTCOUNT striped directories
LU-5094	Resolved	Fixed	Major	Improvement	Brian Murrell	lbuild should know how to download required SLES devel and src RPMs
LU-5095	Resolved	Fixed	Major	Bug	Cliff White	HSM: Allow receiving messages to be non-blocking
LU-5096	Resolved	Duplicate	Minor	Bug	Nathaniel Clark	Linker cannot find custom libzfs location like it can with header files
LU-5097	Resolved	Fixed	Blocker	Bug	Hongchao Zhang	Test failure on test suite conf-sanity, subtest test_76a
LU-5098	Resolved	Won't Do	Minor	Improvement	Amir Shehata	/proc/sys/lnet/routes is stupid
LU-5099	Resolved	Fixed	Critical	Bug	nasf	Transfer the object's type via dio_insert() API to allow OSD set remote object type correctly
LU-51	Resolved	Fixed	Blocker	Bug	Brian Murrell	various debian packaging fixes enhancements
LU-510	Resolved	Low Priority	Minor	Bug	WC Triage	Errors during shifts of Lustre Kerberos flavors
LU-5100	Resolved	Fixed	Critical	Bug	Hongchao Zhang	Getting attribute `lustre.lov' of `lustre.lov': Numerical result out of range
LU-5101	Resolved	Duplicate	Major	Bug	nasf	For ldiskfs-based backend, the LFSCK should repair the objects under backend /lost+found
LU-5102	Resolved	Fixed	Critical	Bug	Nathaniel Clark	Loading plugin for a given mount_type from ${pkglibdir}/mount_osd_FSTYPE.so" brings problem to local testing.
LU-5103	Resolved	Won't Fix	Major	Bug	Zhenyu Xu	client get random permission denied
LU-5104	Closed	Fixed	Minor	Technical task	Dmitry Eremin	Split binaries across packages more smart
LU-5105	Resolved	Won't Fix	Minor	Bug	nasf	Test failure sanity-lfsck test_18d: umount mds hung
LU-5106	Resolved	Fixed	Major	Bug	Lai Siyao	Test failure sanity test_123a: ls 10000 files is slower with statahead!
LU-5107	Resolved	Fixed	Blocker	Bug	Di Wang	MDS oops during mount with latest lustre 2.5.1 snapshot
LU-5108	Resolved	Fixed	Major	Improvement	Jinshan Xiong	osc: Performance tune for LRU
LU-5109	Resolved	Duplicate	Blocker	Bug	Lai Siyao	Failure on test suite parallel-scale-nfsv3 test_compilebench: IOError: [Errno 22] Invalid argument
LU-511	Resolved	Won't Fix	Major	Bug	WC Triage	Race condition loading modules causes mount to fail
LU-5110	Resolved	Fixed	Critical	Bug	Emoly Liu	Interop 2.5.1<->2.6 failure on test suite sanity-scrub test_15: Failed to start OI scrub on mds1
LU-5111	Resolved	Won't Fix	Minor	Bug	WC Triage	interop 2.5 server and higher version client failure on test suite sanityn test_55a: mv succeeded
LU-5112	Resolved	Duplicate	Minor	Bug	WC Triage	Interop 2.5 server with higher version client failure on test suite sanity-lfsck test_5: Fail to cleanup the env
LU-5113	Resolved	Fixed	Blocker	Bug	Di Wang	add striped dir feature flag to lustre_mdt_attrs::lma_incompat
LU-5114	Resolved	Fixed	Minor	Bug	WC Triage	mount_osd_ldiskfs_LDADD autoconf warning
LU-5115	Resolved	Duplicate	Minor	Bug	WC Triage	replay-single test_73b: @@@@@@ FAIL: post-failover df: 1
LU-5116	Resolved	Fixed	Major	Bug	WC Triage	Race between resend and reply processing
LU-5117	Resolved	Fixed	Critical	Bug	nasf	change the naming rules for the orphan under .lustre/lost+found
LU-5118	Resolved	Low Priority	Minor	Bug	WC Triage	Failure on test suite sanity test_300g: expect 2 get 1 for /mnt/lustre/d300g.sanity/striped_dir/test2
LU-5119	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failure on test suite sanity-lfsck test_18a: FAIL: (6.1) Expect 1 fixed on mds1, but got: 2
LU-512	Resolved	Duplicate	Major	Bug	WC Triage	conf-sanity test_21a: @@@@@@ FAIL: can't put import for lustre-OST0000-osc(ost) into FULL state
LU-5120	Resolved	Fixed	Minor	Improvement	Brian Murrell	kernel-default-base is not actually needed to build on SLES
LU-5121	Resolved	Duplicate	Minor	Bug	WC Triage	replay-ost-single test_0b: OOM on the OST
LU-5122	Resolved	Fixed	Critical	Bug	nasf	The layout LFSCK does not maintain the MDT devices list properly
LU-5123	Resolved	Fixed	Minor	Bug	Emoly Liu	lprocfs_write_frac_u64_helper does not respect multiplier
LU-5124	Resolved	Fixed	Minor	Bug	John Hammond	S_IF* constants are not bits
LU-5125	Closed	Won't Fix	Minor	Bug	John Hammond	lu_object_attr() should return 0 for non-existing objects
LU-5126	Resolved	Fixed	Minor	Bug	Emoly Liu	Kernel crashed after debug_deamon started
LU-5127	Closed	Fixed	Critical	Question/Request	Jian Yu	Running mke2fs to get alternate superblocks on >16TB LUN
LU-5128	Resolved	Fixed	Minor	Bug	Hongchao Zhang	ASSERTION( atomic_read(&obd->obd_req_replay_clients) == 0 ) failed
LU-5129	Resolved	Duplicate	Critical	Bug	Niu Yawei	CLONE - failed to update accounting ZAP for user
LU-513	Resolved	Fixed	Major	Bug	Liang Zhen	cfs_wait_event_interruptible_exclusive is not exclusive
LU-5130	Resolved	Duplicate	Critical	Bug	Di Wang	Test failure sanity test_17n: destroy remote dir error 0
LU-5131	Resolved	Duplicate	Minor	Bug	WC Triage	insanity test 13: ll_ost00_006 invoked oom-killer
LU-5132	Resolved	Fixed	Minor	Bug	Nathaniel Clark	2.4.3<->2.5.2 interop: sanity test_160c: FAIL: TRUNC changelog mask count 0 != 1
LU-5133	Resolved	Fixed	Minor	Bug	Nathaniel Clark	2.4.3<->2.5.2 interop: sanity test_238: FAIL: linkea inconsistent: f.sanity.238.lnk [0x200003ab1:0x5:0x0] f.sanity.238
LU-5134	Resolved	Fixed	Minor	Improvement	Ryan Haasken	Add option to lctl set_param for setting parameters in parallel
LU-5135	Resolved	Fixed	Critical	Bug	nasf	Test failure sanity-scrub test_5: (13) Failed to start mds
LU-5136	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure recovery-small test_105: MGS IR status must be full
LU-5137	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure conf-sanity test_66: replace nids failed
LU-5138	Resolved	Won't Fix	Minor	Bug	Peter Jones	hang in osc_lru_reserve despite recoverable state
LU-5139	Closed	Duplicate	Minor	Bug	WC Triage	Interop 2.5.1<->2.6 failure on test suite sanity test_27wa: FAIL: setstripe -c 5 -i 4 failed
LU-514	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	irqbalance invoked oom-killer: gfp_mask=0xd0, order=0, oom_adj=0
LU-5140	Closed	Fixed	Minor	Bug	Bob Glossman	Mellanox backport header conflicts with newer kernels
LU-5141	Resolved	Fixed	Minor	Bug	Cliff White	Only regular files should be archived
LU-5142	Resolved	Fixed	Minor	Bug	Emoly Liu	Interop 2.5.1<->2.6 failure on test suite conf-sanity test_43: check llite root_squash failed
LU-5143	Resolved	Duplicate	Minor	Bug	WC Triage	Test failure on test suite sanity-lfsck, subtest test_8( Fail to start LFSCK for namespace!)
LU-5144	Resolved	Fixed	Major	Bug	WC Triage	rename vs link deadlock
LU-5145	Resolved	Duplicate	Critical	Bug	Bruno Faccini	kernel slab data memory coruption on MDS due to a file with truncated link extended attribute
LU-5146	Resolved	Duplicate	Minor	Bug	WC Triage	Test failure performance-sanity test_5: readv failed: Connection reset by peer
LU-5147	Resolved	Fixed	Minor	Bug	Richard Henwood	Design docs and man pages must be in their correct directory
LU-5148	Resolved	Cannot Reproduce	Major	Bug	Hongchao Zhang	OSTs won't mount following upgrade to 2.4.2
LU-5149	Resolved	Fixed	Minor	New Feature	Bob Glossman	Create debug_upcall script which dumps ldlm namespaces to log file
LU-515	Resolved	Fixed	Major	Bug	Niu Yawei	gpdd-survey.sh/sgpdd-survey doesn't play nice with devices specified by alias
LU-5150	Resolved	Fixed	Blocker	Bug	Lai Siyao	NULL pointer dereference in posix_acl_valid() under mdc_get_lustre_md()
LU-5151	Resolved	Fixed	Blocker	Bug	Liang Zhen	Oops in lnet_return_rx_credits_locked
LU-5152	Resolved	Fixed	Minor	Bug	Hongchao Zhang	Can't enforce block quota when unprivileged user change group
LU-5153	Resolved	Fixed	Blocker	Bug	Di Wang	LustreError: 14404:0:(fld_index.c:176:fld_index_create()) ASSERTION( mutex_is_locked(&fld->lsf_lock) ) failed:
LU-5154	Open	Unresolved	Minor	Bug	WC Triage	Failure on test suite recovery-double-scale test_pairwise_fail
LU-5155	Resolved	Fixed	Major	Improvement	Alex Zhuravlev	Need a way to map ZFS OSD objects to Lustre filenames
LU-5156	Resolved	Fixed	Minor	Bug	WC Triage	In osp_init_last_seq, the return value of osp_write_local_file is not being checked.
LU-5157	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failure on test suite recovery-mds-scale test_failover_mds
LU-5158	Resolved	Duplicate	Minor	Bug	WC Triage	Failure on test suite recovery-mds-scale test_failover_ost
LU-5159	Resolved	Duplicate	Minor	Bug	Hongchao Zhang	Lustre MGS/MDT fails to start using initscripts using 2.4.2 based packages
LU-516	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	oom when running ost-pools test 23
LU-5160	Resolved	Fixed	Minor	Bug	Emoly Liu	report deprecated CFS_LIST_HEAD uses in checkpatch.pl
LU-5161	Resolved	Duplicate	Minor	Bug	WC Triage	replay-single test_42: OBD refcount is 5
LU-5162	Resolved	Fixed	Minor	Bug	Yang Sheng	sanity test_65ic oops on rhel7
LU-5163	Resolved	Fixed	Blocker	Bug	Lai Siyao	(lu_object.h:852:lu_object_attr()) ASSERTION( ((o)->lo_header->loh_attr & LOHA_EXISTS) != 0 ) failed
LU-5164	Resolved	Fixed	Major	Bug	Nathaniel Clark	Limit lu_object cache (ZFS and osd-zfs)
LU-5165	Open	Unresolved	Minor	Bug	WC Triage	Test failure on test suite recovery-small, subtest test_29a
LU-5166	Resolved	Duplicate	Minor	Bug	WC Triage	Test failure conf-sanity: hung on umount ost
LU-5167	Open	Unresolved	Major	Bug	WC Triage	parallel-scale test iorssf: ERROR: Input/output error
LU-5168	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	replay-single test_45: FAIL: test_45 failed with 3
LU-5169	Resolved	Duplicate	Major	Bug	Hongchao Zhang	Lustre client panic during MDS failover
LU-517	Closed	Fixed	Major	Bug	Andreas Dilger	e2fsprogs can't create a packages if lustre mounted on build host.
LU-5170	Open	Unresolved	Minor	Bug	WC Triage	lfs usability
LU-5172	Closed	Duplicate	Blocker	Bug	Dmitry Eremin	lustre-initialization-1: kernel BUG at lib/string.c:227
LU-5173	Resolved	Not a Bug	Minor	Task	Cliff White	During the shutdown\reboot process the system hangs on filesytems umount.
LU-5174	Resolved	Incomplete	Minor	Bug	Emoly Liu	An easy way to switch from panic to BUG
LU-5175	Resolved	Fixed	Major	Improvement	Bob Glossman	kernel update [SLES11 SP3 3.0.101-0.31]
LU-5176	Resolved	Cannot Reproduce	Major	Bug	Richard Henwood	Lustre-tests won't install due to libmpi.so.1()(64bit) dependency
LU-5177	Resolved	Fixed	Blocker	Bug	Mikhail Pershin	object leak in mdt_open_by_fid_lock()
LU-5178	Closed	Fixed	Minor	Bug	WC Triage	object leak in mdt_rename_sanity()
LU-5179	Resolved	Fixed	Critical	Bug	Oleg Drokin	Reading files from lustre results in stuck anonymous memory when JOBID is enabled
LU-518	Closed	Won't Fix	Minor	Bug	WC Triage	replay-single test_45: Can't lstat /mnt/lustre/f45: Cannot send after transport endpoint shutdown
LU-5180	Resolved	Fixed	Critical	Bug	nasf	Generate linkEA for the object under .lustre/lost+found/
LU-5181	Resolved	Fixed	Minor	Task	Emoly Liu	bh_lru_size kernel patch redesign
LU-5182	Resolved	Duplicate	Major	Bug	Jinshan Xiong	High contention in ll_invalidatepage() code path
LU-5183	Resolved	Duplicate	Minor	Question/Request	Emoly Liu	If Adaptive Timeout is set for at_max = 600 then id ldlm_timeouts gets affective or it becomes over ruled
LU-5184	Resolved	Not a Bug	Minor	Bug	WC Triage	sanity-lfsck test 18d: file size never checked
LU-5185	Resolved	Cannot Reproduce	Critical	Bug	Lai Siyao	NFS export of DNE: (service.c:193:ptlrpc_save_lock()) ASSERTION( rs->rs_nlocks < 8 ) failed:
LU-5186	Resolved	Duplicate	Minor	Bug	Bob Glossman	code cleanups in module startups
LU-5187	Resolved	Fixed	Minor	Technical task	Nathaniel Clark	Make "precreate FID" console message more intelligible
LU-5188	Resolved	Fixed	Blocker	Bug	Niu Yawei	nbp6-OST002f-osc-MDT0000: invalid setattr record, lsr_valid:0
LU-5189	Resolved	Fixed	Major	New Feature	WC Triage	add debian kernel detection support to lustre
LU-519	Resolved	Fixed	Minor	Bug	Doug Oucharek	(o2iblnd_cb.c:980:kiblnd_tx_complete()) ASSERTION(tx->tx_sending > 0) failed
LU-5190	Resolved	Duplicate	Major	Bug	Jian Yu	lfsck: FAIL: e2fsck returned 4, should be <= 1
LU-5191	Resolved	Fixed	Major	Bug	Cliff White	Parallel-scale has script error for ZFS
LU-5192	Resolved	Not a Bug	Major	Bug	Niu Yawei	upgrade 2.1 -> 2.4.3 quota errors
LU-5193	Closed	Duplicate	Critical	Bug	Alex Zhuravlev	2.6 DNE stress testing: osp_sync_interpret()) ASSERTION( rc || req->rq_transno ) failed:
LU-5194	Closed	Duplicate	Minor	Bug	WC Triage	fail to build lustre with OFED-3.12
LU-5195	Resolved	Fixed	Major	Bug	James Nunez	HSM: mdt_hsm_cdt_actions.c:104:cdt_llog_process() failed to process HSM_ACTIONS llog
LU-5196	Resolved	Duplicate	Critical	Bug	WC Triage	HSM: client task stuck waiting for mutex in ll_layout_refresh
LU-5197	Resolved	Fixed	Critical	Bug	John Hammond	A performance regression of "FileRead" metadata operation
LU-5198	Resolved	Duplicate	Blocker	Bug	Yang Sheng	general protection fault on rhel7 kernel
LU-52	Resolved	Fixed	Minor	Bug	Brian Murrell	drop texlive-latex-recommended from the build dependencies for debian
LU-520	Resolved	Incomplete	Minor	Bug	WC Triage	Test scripts contain spurious test start markers that indicate the start of false tests.
LU-5200	Resolved	Fixed	Minor	Bug	Dmitry Eremin	New static analysis issues in 2.5.60-26-g0d92e17
LU-5201	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test replay-single test_80a: creation failed
LU-5202	In Progress	Unresolved	Major	Improvement	WC Triage	LFSCK 5: LFSCK needs to log all changes and errors found
LU-5203	Resolved	Fixed	Critical	Improvement	Nathaniel Clark	Update ZFS Version to 0.6.3
LU-5204	Resolved	Cannot Reproduce	Critical	Bug	Emoly Liu	2.6 DNE stress testing: EINVAL when attempting to delete file
LU-5205	Resolved	Fixed	Minor	Bug	Yang Sheng	Recent commit for exception entry check break a Xeon Phi build
LU-5206	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failure on test suite replay-single test_73a
LU-5207	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failure on test suite replay-vbr, subtest test_7d: Cannot do 'lost' operations
LU-5208	Resolved	Fixed	Minor	Bug	nasf	sanity-lfsck test_18c failure: Expect 3 fixed on mds1, but got: 2
LU-5209	Resolved	Duplicate	Minor	Bug	nasf	sanity-lfsck test_18d failure: Expect file2 size 4, but got 0
LU-521	Closed	Fixed	Minor	Bug	Oleg Drokin	lnet-selftest add_test failure
LU-5210	Resolved	Duplicate	Minor	Bug	nasf	sanity-lfsck test 18e failure: Expect file2 size 4, but got
LU-5211	Resolved	Duplicate	Minor	Bug	nasf	sanity-lfsck test 19a failure: Read should be denied!
LU-5212	Resolved	Won't Fix	Minor	Bug	WC Triage	poor stat performance after upgrade from zfs-0.6.2-1/lustre-2.4.0-1 to zfs-0.6.3-1
LU-5213	Closed	Duplicate	Minor	Bug	WC Triage	conf-sanity test_45: umount2: Device or resource busy
LU-5214	Closed	Cannot Reproduce	Minor	Bug	Yang Sheng	Failure on test suite replay-ost-single test_5
LU-5215	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Interop2.5.1<->2.6 failure on test suite sanity-scrub test_11: FAIL: (8) Expect 0 objects skipped on mds1, but got 14
LU-5216	Reopened	Unresolved	Major	Bug	Jean-Baptiste Riaux	HSM: restore doesn't restart for new copytool
LU-5217	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Interop 2.5.1<->2.6 failure on test suite sanity-hsm test_220
LU-5218	Resolved	Fixed	Blocker	Bug	Mikhail Pershin	Interop 2.5.1<->2.6 failure on test suite lustre-rsync-test test_1: ASSERTION( index >= 0 && index < LLOG_MAX_CTXTS ) failed
LU-5219	Resolved	Won't Fix	Minor	Bug	WC Triage	Interop 2.5.1<->2.6 failure on test suite sanity-lfsck test_7b: FAIL: (7) Expect 'scanning-phase2', but got 'paused'
LU-522	Resolved	Fixed	Minor	Bug	WC Triage	sanity.sh test_27x failed with "OST0 was degraded but new created file still use it"
LU-5220	Resolved	Fixed	Minor	Bug	Emoly Liu	VM_FAULT_LOCKED problem of vvp_io_kernel_fault()
LU-5221	Resolved	Fixed	Blocker	Bug	WC Triage	Missed up_read on mmap_sem in vvp_mmap_locks
LU-5222	Open	Unresolved	Minor	Bug	Lai Siyao	Some operation should never happened on the sub-stripe.
LU-5223	Resolved	Fixed	Critical	Bug	nasf	generate DNE stripe directory LMV EA dynamically via readdir
LU-5224	Resolved	Fixed	Minor	Bug	Minh Diep - TLC	Lustre client build failed with Mellanox OFED
LU-5225	Resolved	Duplicate	Minor	Bug	Bruno Faccini	Client is evicted by multiple OSTs on all OSSs
LU-5226	Resolved	Cannot Reproduce	Critical	Bug	Niu Yawei	MDS idle - 'stat' system call hangs - possible router issues on different client cluster
LU-5227	Resolved	Fixed	Minor	Improvement	Minh Diep - TLC	modify lbuild to build dkms for lustre
LU-5228	Open	Unresolved	Minor	Bug	WC Triage	HSM: posix copytool can (and do) run out of file descriptors
LU-5229	Resolved	Duplicate	Minor	Bug	WC Triage	Interop 2.5.1<->2.6 failure on test suite sanity-hsm test_12c: Restored file differs
LU-523	Resolved	Fixed	Critical	Bug	Jinshan Xiong	No prepare_write for lockless IO
LU-5230	Resolved	Duplicate	Minor	Bug	WC Triage	Interop 2.5.1<->2.6 failure on test suite lustre-rsync-test test_1
LU-5231	Reopened	Unresolved	Minor	Bug	WC Triage	HSM: incorrect progress reported by lfs hsm_action
LU-5232	Resolved	Duplicate	Major	Improvement	WC Triage	cache directory contents on file descriptor on lock revocation
LU-5233	Resolved	Fixed	Critical	Bug	Di Wang	2.6 DNE stress testing: (lod_object.c:930:lod_declare_attr_set()) ASSERTION( lo->ldo_stripe ) failed
LU-5234	Resolved	Fixed	Critical	Bug	Bob Glossman	lustre builds on 3.12 kernels are broken
LU-5235	Resolved	Duplicate	Minor	Bug	WC Triage	Failure on test suite recovery-mds-scale test_failover_mds: No space left on device
LU-5236	Resolved	Cannot Reproduce	Minor	Bug	Emoly Liu	Failover failure on test suite recovery-small test_26b: FAIL: Failed to mount /mnt/lustre2
LU-5237	Resolved	Fixed	Minor	Task	Bob Glossman	lustre 1.8.9 on redhat 6.5
LU-5238	Resolved	Fixed	Major	Bug	Bob Glossman	Kernel update [RHEL6.5 2.6.32-431.20.3.el6]
LU-5239	Resolved	Not a Bug	Major	Bug	Zhenyu Xu	Recovery of small files with corrupt objects
LU-524	Resolved	Won't Fix	Blocker	Bug	Zhenyu Xu	Test failure on test suite sanityn, subtest test_40c
LU-5240	Resolved	Fixed	Critical	Bug	Nathaniel Clark	Test failure sanity test_69: write error
LU-5241	Resolved	Fixed	Critical	Bug	Emoly Liu	2.4.3<->2.5.2 interop: sanity-lfsck test_0: FAIL: (9) Expect 'completed', but got 'scanning-phase1'
LU-5242	Resolved	Fixed	Critical	Bug	Isaac Huang	Test hang sanity test_132, test_133: umount ost
LU-5243	Closed	Fixed	Minor	Bug	Alex Zhuravlev	lfs.c:1119: undefined reference to `libcfs_log_goto'
LU-5244	Closed	Duplicate	Blocker	Bug	Nathaniel Clark	conf-sanity test_32b: osp_sync_thread()) ASSERTION( count < 10 )
LU-5245	Resolved	Incomplete	Minor	Bug	Niu Yawei	sanity-quota test_1: user write success, but expect EDQUOT
LU-5246	Resolved	Fixed	Minor	Bug	Emoly Liu	Failure on test suite sanity test_220: error: File too large
LU-5247	Resolved	Cannot Reproduce	Major	Bug	Niu Yawei	Strange quota limits on OSTs
LU-5248	Resolved	Fixed	Major	Bug	Emoly Liu	Test failure on sanity-lfsck.sh, subtest test_4: ls: reading directory /mnt/lustre/d4.sanity-lfsck: Input/output error
LU-5249	Resolved	Fixed	Blocker	Bug	Mikhail Pershin	conf-sanity test_32a: NULL pointer in fld_local_lookup
LU-525	Resolved	Fixed	Minor	Bug	Johann Lombardi	llapi_file_get_stripe() fails with ENAMETOOLONG
LU-5250	Resolved	Duplicate	Major	Bug	WC Triage	OSSes with LU-4611: hitting J_ASSERT_JH(jh, handle->h_buffer_credits > 0)
LU-5251	Open	Unresolved	Minor	Improvement	WC Triage	lctl filter does not filter log messages
LU-5252	Resolved	Fixed	Minor	Bug	James Nunez	HSM: update fifo event API and code
LU-5253	Closed	Not a Bug	Minor	Bug	James Nunez	utils: Remove prototype for function llapi_lmv_get_uuids
LU-5254	Resolved	Cannot Reproduce	Major	Bug	Nathaniel Clark	readdir missing a directory
LU-5255	Resolved	Cannot Reproduce	Minor	Bug	Bruno Faccini	MDS grinds to halt - reboot required
LU-5256	Open	Unresolved	Minor	Bug	WC Triage	Test Infrastructure does not reset debug parameter
LU-5257	Closed	Duplicate	Minor	Bug	WC Triage	Rolling upgrade from 2.4 to master failed as: LustreError: 6579:0:(lustre_log.h:440:llog_group_get_ctxt()) ASSERTION( index >= 0 && index < LLOG_MAX_CTXTS ) failed
LU-5259	Resolved	Fixed	Critical	Bug	Jodi Levi	request gets stuck in UNREGISTERING phase
LU-526	Closed	Cannot Reproduce	Minor	Bug	WC Triage	sanityn test_40d failed for non PDO block issues
LU-5260	Resolved	Fixed	Critical	Bug	Jinshan Xiong	Null pointer dereference in ll_cl_find
LU-5261	Reopened	Unresolved	Major	Bug	Emoly Liu	user process is unkillable in wait_for_completion()
LU-5262	Resolved	Fixed	Critical	Bug	nasf	setfacl on striped directory will cause the striped directory crash
LU-5263	Resolved	Fixed	Minor	Bug	Zhenyu Xu	ll_read_ahead_pages() ASSERTION( page_idx > ria->ria_stoff )
LU-5264	Resolved	Fixed	Minor	Bug	Bruno Faccini	ASSERTION( info->oti_r_locks == 0 ) at OST umount
LU-5265	Resolved	Not a Bug	Major	Bug	nasf	Lustre clients hang while OI_Scrub is running
LU-5266	Resolved	Fixed	Blocker	Bug	Hongchao Zhang	LBUG on Failover -ldlm_process_extent_lock()) ASSERTION( lock->l_granted_mode != lock->l_req_mode )
LU-5267	Closed	Won't Do	Minor	Task	WC Triage	Document ptlrpc state machine
LU-5268	Resolved	Won't Fix	Minor	Bug	WC Triage	HSM: importing with copytool can lead to data corruption
LU-5269	Resolved	Duplicate	Minor	Bug	Peter Jones	Can't build b1_8 on kernel 2.6.32-431
LU-527	Resolved	Fixed	Major	Task	Yang Sheng	Update RHEL6 kernel to 2.6.32-131.6.1 security update
LU-5270	Resolved	Fixed	Critical	Bug	Oleg Drokin	Deadlock of mmap_sem when using jobstats with customized ID
LU-5271	Closed	Not a Bug	Major	Bug	Liang Zhen	NULL pointer dereference in kiblnd_tx_complete
LU-5272	Resolved	Duplicate	Minor	Bug	nasf	Test failure on test suite sanity-scrub, subtest test_10a
LU-5273	Closed	Duplicate	Minor	Bug	WC Triage	Test failure on test suite sanity-scrub, subtest test_10a ldlm_lock2desc()) ASSERTION( lock->l_policy_data.l_inodebits.bits == (MDS_INODELOCK_LOOKUP | MDS_INODELOCK_UPDATE | MDS_INODELOCK_LAYOUT) ) failed: Inappropriate inode lock bits during conversion 3
LU-5274	Resolved	Fixed	Major	Bug	Zhenyu Xu	ll_statahead_thread() may leak parent, uses parent after dput
LU-5275	Resolved	Fixed	Minor	Bug	John Hammond	clean up technical debt for proc_dir_entry changes
LU-5276	Resolved	Fixed	Minor	Improvement	Yang Sheng	ldiskfs patches for FC19
LU-5277	Resolved	Duplicate	Minor	Bug	WC Triage	sanity test_132: mdt_build_target_list(), unable to handle kernel NULL pointer dereference
LU-5278	Resolved	Fixed	Critical	Bug	Alex Zhuravlev	ZFS - many OST watchdogs with IOR
LU-5279	Resolved	Fixed	Blocker	Bug	Andreas Dilger	kernel BUG at arch/x86/mm/physaddr.c:20!
LU-528	Resolved	Fixed	Major	Task	Yang Sheng	Update RHEL5 kernel to 2.6.18-238.19.1 security update
LU-5281	Resolved	Duplicate	Major	Bug	WC Triage	Memory leak when userspace code uses mmap on lustre files
LU-5282	Resolved	Fixed	Minor	Bug	WC Triage	(mdc_request.c:791:mdc_free_open()) ASSERTION( mod->mod_open_req->rq_replay == 0 ) failed
LU-5283	Resolved	Won't Fix	Minor	Bug	Niu Yawei	LU-617 reappears in 2.4.2
LU-5284	Resolved	Cannot Reproduce	Minor	Bug	Bruno Faccini	GPF in radix_tree_lookup_slot on OSS
LU-5285	Resolved	Fixed	Critical	Bug	Alex Zhuravlev	mdt_reconstruct_setattr() calls mdt_attr_get_complex() without checking that object exists
LU-5286	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite sanity-lfsck, subtest test_7a Update not seen after 30s: wanted 'completed' got 'paused'
LU-5287	Resolved	Fixed	Critical	Bug	Niu Yawei	(ldlm_lib.c:2253:target_queue_recovery_request()) ASSERTION( req->rq_export->exp_lock_replay_needed ) failed
LU-5288	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	RPCs returning -ENOMEM may trigger OOM killer on clients
LU-5289	Closed	Fixed	Major	Bug	John Hammond	mdc_enqueue() may leave an invalid lock handle in intent
LU-529	Closed	Fixed	Critical	Bug	Jinshan Xiong	Fix Direct IO pages support in osc cache
LU-5290	Closed	Fixed	Minor	Bug	John Hammond	Oops in cl_req_completion()
LU-5291	Resolved	Fixed	Minor	Bug	Jinshan Xiong	Failure to clear ft_flags leads to mmap_sem deadlocks
LU-5292	In Progress	Unresolved	Major	New Feature	WC Triage	LFSCK 5: log failed items during the first-stage scanning, and retry them before the handling orphan objects
LU-5293	Closed	Fixed	Minor	Bug	Niu Yawei	Removing index files on quota slaves
LU-5294	Resolved	Fixed	Major	Bug	Oleg Drokin	mdd_unlink() returning -7
LU-5296	Resolved	Fixed	Critical	Bug	Niu Yawei	lod_attr_set() skips attr_set on osp objects incorrectly
LU-5297	Resolved	Fixed	Critical	Bug	Emoly Liu	osp_sync_thread can't handle invalid record gracefully
